-318.771892,300.572287
-318.605031,299.974746
-318.421666,299.377256
-318.971763,301.169738
-319.13863,301.767311
-319.338498,302.364735
-319.529789,302.970404
-319.693633,303.559962
-319.877001,304.157463
-320.063719,304.762979
-320.25534,305.35224
-320.430455,305.95797
-321.707409,310.133908
-321.523631,309.53601
-321.347294,308.945449
-321.160675,308.351181
-320.972301,307.74232
-320.79719,307.148176
-320.618658,306.555443
-321.303002,306.670846
-321.119634,306.07335
-320.928013,305.467705
-320.749481,304.881773
-320.5616,304.288791
-320.386163,303.683367
-320.202795,303.069772
-320.027677,302.480115
-319.83606,301.89088
-319.649342,301.285329
-319.469324,300.695888
-319.29079,300.098381
-319.102588,299.500896
-318.924058,298.903403
-321.805463,306.180718
-321.625446,305.586433
-321.45033,304.985494
-321.263544,304.396216
-321.075343,303.798747
-320.896808,303.201225
-320.708607,302.603756
-320.533488,301.997996
-320.350121,301.400498
-320.158504,300.811268
-319.983387,300.205504
-319.800008,299.62453
-319.616656,299.010521
-319.408841,298.421274
-322.825271,305.224472
-322.131258,305.109119
-322.64532,304.61875
-321.956141,304.503372
-321.756272,303.905964
-321.589404,303.324799
-321.397787,302.703026
-321.211002,302.125063
-321.035883,301.524121
-320.844334,300.918591
-320.664316,300.329152
-320.489199,299.723388
-320.30584,299.125902
-320.119049,298.536665
-319.942293,297.950615
-324.657274,311.199445
-326.215843,312.027713
-326.403374,312.621069
-325.707353,312.509839
-325.526664,311.909442
-325.710032,312.509829
-324.842466,311.801868
-325.025424,312.389906
-325.202495,312.993657
-324.513183,312.872135
-323.968335,311.084065
-324.519203,312.872432
-324.153696,311.676218
-324.334591,312.279059
-323.0986,310.365033
-323.275757,310.968697
-323.459125,311.555732
-323.647475,312.158744
-323.82586,312.761184
-324.013392,313.354551
-322.40983,310.24925
-322.577967,310.861859
-322.775747,311.456537
-322.958705,312.042961
-323.139599,312.645797
-323.320048,313.240651
-323.322487,313.243294
-322.450353,304.021478
-322.270334,303.4272
-322.095215,302.842689
-321.903599,302.23702
-321.720231,301.634705
-321.533446,301.045453
-321.350146,300.436469
-321.170127,299.847037
-320.995025,299.241286
-320.795133,298.643785
-320.620024,298.054549
-320.433235,297.460465
-320.24845,296.859554
-320.583993,295.771734
-320.76736,296.369221
-320.947306,296.974942
-321.117577,297.564175
-321.314041,298.169929
-321.497406,298.767425
-321.684208,299.356669
-321.851058,299.954201
-322.034427,300.55171
-322.222626,301.160834
-322.406062,301.746857
-322.58943,302.344358
-322.767898,302.941723
-322.959514,303.542579
-323.142882,304.144887
-323.828713,304.252237
-323.645345,303.654738
-323.470157,303.065249
-323.273711,302.459603
-323.09859,301.870284
-322.911874,301.264737
-322.740102,300.667021
-322.548487,300.077797
-322.35687,299.472075
-322.189989,298.891061
-321.998382,298.280471
-321.823273,297.696076
-321.639907,297.082084
-321.440184,296.496156
-321.264912,295.895326
-321.089805,295.289623
-320.889916,294.692142
-320.719647,294.102833
-320.528087,293.497336
-320.356332,292.899661
-320.164705,292.310351
-319.977985,291.704885
-319.806226,291.107178
-319.622857,290.509687
-319.43908,289.912579
-319.252223,289.322852
-319.068615,288.725356
-321.897397,310.737937
-322.080765,311.332071
-322.266322,311.938151
-322.45042,312.530418
-322.630869,313.12792
-320.103174,307.037604
-320.291378,307.635078
-320.474746,308.232573
-320.658114,308.830069
-320.848922,309.420192
-321.031881,310.018095
-321.208218,310.618722
-321.391585,311.208011
-321.572597,311.811928
-321.758321,312.415044
-321.941689,313.01254
-319.737923,305.834587
-319.929479,306.440063
-319.549654,305.236952
-319.379373,304.647571
-319.18292,304.04195
-318.465951,301.668313
-318.637651,302.261037
-318.824436,302.855111
-319.007804,303.452607
-318.099218,300.456862
-318.274332,301.057798
-317.912433,299.867632
-321.255428,312.897156
-319.973533,308.714678
-320.147944,309.312194
-320.342562,309.91249
-320.519038,310.507177
-320.696316,311.107173
-320.891576,311.696425
-321.069141,312.299664
-318.693612,304.540362
-318.865376,305.137755
-319.06035,305.718989
-319.243719,306.316494
-319.418831,306.91742
-319.602199,307.519697
-319.785567,308.112414
-318.510243,303.926478
-318.323457,303.3372
-317.951888,302.142235
-318.135256,302.73492
-317.585153,300.947244
-317.776772,301.536476
-317.406621,300.349741
-320.568723,312.787108
-320.383361,312.184281
-317.812812,303.819343
-318.004432,304.42498
-318.184382,305.014307
-318.379098,305.611742
-318.554539,306.217453
-318.721394,306.798699
-318.913019,307.404317
-319.104482,308.005098
-319.463122,309.196805
-319.650849,309.794295
-319.829858,310.391796
-320.019848,310.982744
-320.196594,311.583191
-317.446076,302.624351
-317.629444,303.221847
-317.254457,302.018664
-316.895973,300.831864
-317.082759,301.43276
-317.298748,304.293319
-317.490368,304.898954
-317.673736,305.49645
-317.86194,306.093921
-318.037051,306.694835
-318.212392,307.300271
-318.395758,307.897751
-318.598835,308.492056
-318.773943,309.081425
-318.957311,309.674619
-319.140678,310.27235
-319.327925,310.873912
-319.507414,311.471408
-319.690782,312.068904
-319.87415,312.6664
-316.936914,303.098439
-317.123632,303.703963
-316.398415,301.305717
-316.573529,301.911475
-316.765148,302.517151
-316.434453,303.57251
-316.625752,304.193901
-316.801188,304.783574
-316.99281,305.372855
-317.171343,305.981926
-317.359549,306.567874
-317.542918,307.181662
-317.726286,307.7629
-317.893135,308.360431
-318.084763,308.961277
-318.268131,309.563541
-318.451499,310.161036
-318.638986,310.758534
-318.818234,311.343203
-319.005241,311.953525
-319.188369,312.55102
-315.88093,301.799517
-316.059464,302.385403
-316.251085,302.986277
-315.928641,304.070698
-316.120261,304.659969
-316.287122,305.257576
-316.48358,305.863158
-316.670369,306.452498
-316.84548,307.053414
-317.028848,307.655673
-317.212216,308.264208
-317.39223,308.858636
-317.586802,309.440426
-317.76976,310.038324
-317.945687,310.643152
-318.131797,311.243359
-318.312422,311.838144
-318.49579,312.435639
-315.386791,302.269954
-315.553653,302.867531
-315.745273,303.473202
-314.961309,307.309533
-315.144676,307.902297
-315.324623,308.507877
-315.516251,309.102022
-315.69478,309.699516
-315.878148,310.292485
-316.068956,310.887191
-316.244883,311.487937
-316.428251,312.089499
-314.733649,304.437434
-314.92527,305.026717
-315.100385,305.632425
-315.291845,306.233176
-315.46712,306.827417
-315.650488,307.420166
-315.838694,308.022395
-316.022063,308.6199
-316.197238,309.209444
-316.376109,309.807161
-316.562969,310.412384
-316.754814,311.009896
-316.934063,311.607384
-317.123643,312.19875
-315.789564,305.743032
-315.956746,306.345389
-316.164558,306.934635
-316.331409,307.532212
-316.531295,308.129665
-316.711242,308.735281
-316.889771,309.33278
-317.073139,309.930276
-317.256507,310.527772
-317.439875,311.125268
-317.623243,311.722764
-317.81025,312.320265
-315.597943,305.1422
-314.888905,302.76026
-315.056093,303.353017
-315.231209,303.947177
-315.427663,304.552784
-314.766495,306.723341
-314.550281,303.835139
-314.362079,303.242465
-313.861102,303.724558
-314.052722,304.330181
-314.219584,304.911444
-314.399985,305.517119
-314.594573,306.109781
-314.093597,306.596628
-314.272129,307.189416
-314.822232,308.970792
-314.638864,308.384423
-314.452143,307.783753
-313.766317,307.671548
-313.591206,307.070649
-313.399581,306.481277
-313.913648,305.990985
-313.713771,305.39358
-313.546911,304.812277
-313.347037,304.19854
-313.216213,305.883781
-313.032846,305.286285
-312.841225,304.697006
-312.718657,306.357746
-312.902026,306.955272
-313.085396,307.552799
-313.957945,308.265701
-313.260505,308.153682
-314.124956,308.874535
-314.311582,309.468748
-314.99734,309.57602
-315.196818,310.173934
-314.496435,310.074189
-315.376694,310.779141
-314.683156,310.663747
-315.552792,311.379488
-315.739071,311.974119
-315.049892,311.858739
-314.870882,311.261259
-314.181702,311.145881
-313.986127,310.540625
-313.807255,309.94293
-313.635501,309.345323
-313.452133,308.747842
-312.754693,308.635812
-312.938061,309.237996
-313.129688,309.827445
-313.480316,311.022723
-313.301376,310.436329
-312.615617,310.312872
-312.806833,310.907432
-314.360712,311.743359
-318.011979,287.414986
-318.191951,288.000447
-318.372632,288.603591
-318.558686,289.207492
-318.746411,289.804966
-318.922237,290.394936
-319.117045,290.991798
-319.288805,291.589513
-319.480362,292.194951
-319.658893,292.792467
-319.847099,293.38995
-320.025629,293.987459
-320.213835,294.584949
-320.392365,295.18245
-318.794602,292.071406
-318.974551,292.677066
-319.153081,293.269802
-319.336449,293.867291
-319.524655,294.469566
-319.703185,295.06707
-319.886553,295.664566
-318.611233,291.47391
-318.41961,290.879844
-318.236242,290.287104
-318.052874,289.685301
-317.876532,289.085119
-317.686139,288.494616
-317.500251,287.891109
-317.319403,287.299625
-317.136035,286.698997
-320.06992,296.262062
-318.639011,293.748561
-318.455644,293.151084
-318.838896,294.345997
-319.014005,294.95169
-319.377319,296.150085
-319.192534,295.549191
-318.291979,292.572937
-318.097166,291.959445
-317.913798,291.377761
-318.133199,294.230673
-317.966347,293.649441
-317.779558,293.043797
-317.588003,292.438372
-318.316566,294.828149
-318.6964,296.031297
-317.73043,290.769219
-317.551418,290.171696
-317.366547,289.567401
-317.180327,288.976732
-317.003164,288.385339
-316.819387,287.775956
-317.412821,291.848795
-317.221268,291.243412
-317.049093,290.661516
-316.865316,290.048942
-316.681538,289.451849
-316.484533,288.854855
-316.311414,288.263829
-317.627388,294.712784
-317.457115,294.123413
-317.260654,293.517832
-317.085542,292.928443
-316.902174,292.330947
-316.72364,291.733408
-316.535439,291.120835
-316.352071,290.538459
-316.168703,289.940964
-315.978723,289.33698
-315.80817,288.752064
-318.887748,288.121294
-317.819826,286.812193
